date,group,title,id,percent,target_date,phase
2026-06-17,Data Integration,Raw Sales (automated POS Sales),raw-sales,60,,3
2026-06-17,Data Integration,Data Delivers (Focus extract),data-delivers-focus,20,,3
2026-06-17,Data Integration,Data Delivers (NCR Silver),data-delivers-ncr-silver,40,,3
2026-06-17,Data Integration,Marketing Yext Extract,yext-extract,20,,3
2026-06-17,CRM Processes,Store Notifications,store-notifications,45,,3
2026-06-17,CRM Processes,Call Logs,call-logs,100,2026-05-26,6
2026-06-17,CRM Processes,Credit/Gift cards verification,credit-gift-cards-verification,100,2026-05-07,6
2026-06-17,CRM Processes,Training Status Updates,training-status-updates,100,2026-05-06,6
2026-06-17,CRM Processes,Distribution Center Updates,distribution-center-updates,40,2026-07-15,3
2026-06-17,CRM Processes,Coop Updates,coop-updates,40,2026-07-15,3
2026-06-17,CRM Processes,Franchisee review processes,franchisee-review-processes,50,,3
2026-06-17,CRM Processes,FDD processes,fdd-processes,100,2026-05-20,6
2026-06-17,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,60,2026-07-15,3
2026-06-17,CRM Processes,POS Fees tracking,pos-fees-tracking,45,2026-07-15,3
2026-06-24,User Interfaces,Franchisee Portal,franchisee-portal,50,,3
2026-06-24,User Interfaces,"Self-Service Franchisee tools (job applications, store info, etc.)",self-service-franchisee-tools,25,,3
2026-06-24,User Interfaces,MediaValet Integration (KTEC/CreativeOnline Replacement),ktec-creativeonline-replacement,30,,3
2026-06-24,User Interfaces,SharePoint (SP) On-Prem => SP Online,sharepoint-onprem-online,20,,2
2026-06-24,User Interfaces,POS website POSHelpNOW.com,pos-website,40,,3
2026-06-24,Custom Apps,Manual Sales,manual-sales,55,,5
2026-06-24,Custom Apps,Customer Feedback Mgr/APIs,customer-feedback-mgr-apis,20,,3
2026-06-24,Custom Apps,Marketing Portal,marketing-portal,25,,3
2026-06-24,Custom Apps,Readonly Long-term archive (DB02 sunset),readonly-archive,20,,2
2026-06-24,Custom Apps,Store Locator,store-locator,50,,3
2026-06-24,Reporting,Franchisee Reporting,franchisee-reporting,35,,3
2026-06-24,Reporting,Internal Reporting,internal-reporting,35,,3
2026-06-24,Reporting,AD Portal functions replacement,ad-portal-functions-replacement,20,,2
2026-06-24,Reporting,Vendor Portal functions replacement,vendor-portal-functions-replacement,50,,3
2026-06-24,Reporting,Automated Reports,marketing-automated-reports,50,,3
2026-06-24,Data Integration,Dynamics CRM Data feed,dynamics-crm-data-feed,95,,5
2026-06-24,Data Integration,Raw Sales (automated POS Sales),raw-sales,60,,3
2026-06-24,Data Integration,Data Delivers (Focus extract),data-delivers-focus,20,,3
2026-06-24,Data Integration,Data Delivers (NCR Silver),data-delivers-ncr-silver,40,,3
2026-06-24,Data Integration,Marketing Yext Extract,yext-extract,20,,3
2026-06-24,CRM Processes,Store Notifications,store-notifications,50,,3
2026-06-24,CRM Processes,Call Logs,call-logs,100,2026-05-26,6
2026-06-24,CRM Processes,Credit/Gift cards verification,credit-gift-cards-verification,100,2026-05-07,6
2026-06-24,CRM Processes,Training Status Updates,training-status-updates,100,2026-05-06,6
2026-06-24,CRM Processes,Distribution Center Updates,distribution-center-updates,40,2026-07-15,3
2026-06-24,CRM Processes,Coop Updates,coop-updates,40,2026-07-15,3
2026-06-24,CRM Processes,Franchisee review processes,franchisee-review-processes,50,,3
2026-06-24,CRM Processes,FDD processes,fdd-processes,100,2026-05-20,6
2026-06-24,CRM Processes,POS team tracks POS Type in Raw Sales tool,pos-team-tracks-pos-type,60,2026-07-15,3
2026-06-24,CRM Processes,POS Fees tracking,pos-fees-tracking,45,2026-07-15,3
